case_id,reference_url,report_date,state,title,summary,amount_lost,scam_category,case_status,confidence_score,state
#0237,https://www.thestar.com.my/news/nation/2022/04/03/hopes-of-owning-iphone-dashed-clerk-loses-almost-rm10000-to-scam,4/3/2022,Seremban,"Hopes of owning iPhone dashed, clerk loses almost RM10,000 to scam","A clerk working in Gemas was poorer by almost RM10,000 after she was cheated into buying an iPhone through social media last March 20.",10000,Phishing,scam,1,Seremban
#0238,https://www.thestar.com.my/news/nation/2022/01/17/bahau-clerk-loses-rm132000-to-online-scam,1/17/2022,Seremban,"Bahau clerk loses RM132,000 to online scam","A clerk in Bahau has been cheated of RM132,000 in an online ""predict-the-score"" football game, says the police.",132000,Other,scam,1,Seremban
#0239,https://www.thestar.com.my/news/nation/2022/06/07/rm11k-lost-to-call-girl-service,6/7/2022,Jempol,RM11k lost to call girl service,"A factory worker who was looking forward to having a good time with a call girl ended up being cheated of RM11,300 in a phone scam here.",11300,Phishing,scam,1,Jempol
#0240,https://www.thestar.com.my/news/nation/2022/03/02/fraud-losses-in-selangor-hit-rm337mil,3/2/2022,Shah Alam,Fraud losses in Selangor hit RM33.7mil,"A total of 549 fraud and cheating cases have been recorded in Selangor since January, resulting in RM33.7mil in losses.",33.7,Online Scam,scam,1,Shah Alam
#0241,https://www.thestar.com.my/news/nation/2022/04/21/saleswoman-loses-rm380000-in-overseas-investment-scheme,4/21/2022,Kuala Lumpur,"Saleswoman loses RM380,000 in overseas investment scheme","A communication company’s salesperson lost RM382,517 after she was duped by an investment scam.",380000,Investment Scam,scam,1,Kuala Lumpur
#0242,https://www.thestar.com.my/news/nation/2022/04/22/macau-scammers-swindle-retiree-of--rm373000,4/22/2022,Kangar,"Macau scammers swindle retiree of RM373,000","A 61-year-old pensioner lost RM373,000 to a Macau scam syndicate that had been harrying her since November last year.",373000,Phishing,scam,1,Kangar
#0243,https://www.thestar.com.my/news/nation/2022/12/06/lure-of-big-returns-leads-to-rm500000-loss,12/6/2022,Kuala Lumpur,"Lure of big returns leads to RM500,000 loss",Coffee shop operator Tan was suffering from a drop in business during the movement restrictions imposed at the height of the pandemic when he came across an online investment scheme that was offering at least 16% monthly returns.,500000,Investment Scam,scam,1,Kuala Lumpur
#0244,https://www.thestar.com.my/news/nation/2022/06/06/honey-trap-factory-worker-duped-out-of-rm11300-after-trying-to-hire-callgirl,6/6/2022,Jempol,"Honey trap: Factory worker duped out of RM11,300 after trying to hire callgirl","A factory worker tyring to hire the services of a sex worker for RM300 ended up being cheated out of RM11,300 in a phone scam.",11300,Phishing,scam,1,Jempol
#0245,https://www.thestar.com.my/news/nation/2022/07/18/businesswoman-loses-rm1mil,7/18/2022,Johor Baru,Businesswoman loses RM1mil,A businesswoman lost more than RM1mil in a Macau scam after answering a call from the “Inland Revenue Board”.,1000000,Phishing,scam,1,Johor Baru
#0246,https://www.thestar.com.my/news/nation/2022/03/10/civil-servant-loses-over-rm100000-to-scammers-in-kedah,3/10/2022,Alor Setar,"Civil servant loses over RM100,000 to scammers in Kedah","A civil servant has lost more than RM100,000 to a Macau scam syndicate which duped her into believing that she was involved in money laundering and drug trafficking activities.",100000,Phishing,scam,1,Alor Setar
#0247,https://www.thestar.com.my/news/nation/2022/03/06/rm20000-for-a-table-rm23000-for-nothing-nothing,3/6/2022,Seremban,"RM20,000 for a table, RM23,000 for nothing","A teacher in Gemas has lodged a police report, claiming that she was a victim of an online scam, involving losses of more than RM20,000 in the purchase of a dressing table.",23000,Other,scam,1,Seremban
#0248,https://www.thestar.com.my/news/nation/2022/04/02/teacher-learns-painful-rm32700-lesson,4/2/2022,Port Dickson,"Teacher learns painful RM32,700 lesson","A 37-year-old teacher was cheated of RM32,700 in a phone scam run by a group of people who impersonated government officers.",32700,Phishing,scam,1,Port Dickson
#0249,https://www.thestar.com.my/news/nation/2022/04/12/doc-loses-rm175000-after-taking-on-part-time-job,4/12/2022,Seremban,"Doc loses RM175,000 after taking on part-time job","A 29-year-old doctor lost almost RM175,000 after being offered a part-time digital marketing and sales job in an online scam.",175000,Employment Scam,scam,1,Seremban
#0250,https://www.thestar.com.my/news/nation/2022/04/19/company-manager-loses-over-rm12mil-to-macau-scammers,4/19/2022,Alor Setar,Company manager loses over RM1.2mil to Macau scammers,A company manager lost more than RM1.2mil to a Macau Scam syndicate after she was duped by a person posing as an insurance agent.,1200000,Phishing,scam,1,Alor Setar
#0251,https://www.thestar.com.my/news/nation/2022/04/24/widow-who-fell-for-you-didnt-pay-taxes-ruse-loses-rm119mil,4/24/2022,Seremban,Widow who fell for ‘you didn’t pay taxes’ ruse loses RM1.19mil,A widow and a teacher lost almost RM1.6mil in two separate phone scams here after being accused of not paying their taxes and for being involved in illegal activities.,1600000,Phishing,scam,1,Seremban
#0252,https://www.thestar.com.my/news/nation/2022/05/11/architect-loses-rm121000-to-scammers,5/11/2022,Kuching,"Architect loses RM121,000 to scammers","An architect was duped of RM121,000 by a Macau scam syndicate, says Sarawak police commissioner Comm Datuk Mohd Azman Ahmad Sapri.",121000,Phishing,scam,1,Kuching
#0253,https://www.thestar.com.my/news/nation/2022/05/14/woman-loses-rm335000-to-phone-scammers,5/14/2022,Seremban,"Woman loses RM335,000 to phone scammers","A 51-year-old executive lost not only RM130,000 she withdrew from the Employees Provident Fund (EPF) to renovate her house but another RM205,000 after being cheated in a phone scam.",335000,Phishing,scam,1,Seremban
#0254,https://www.thestar.com.my/news/nation/2022/05/19/admin-assistant-loses-rm38000-to-scammers,5/19/2022,Port Dickson,"Admin assistant loses RM38,000 to scammers","A 46-year-old administrative assistant lost more than RM38,000 after being duped by an individual claiming to be an employee of a courier company and a bogus cop in a phone scam.",38000,Phishing,scam,1,Port Dickson
#0255,https://www.thestar.com.my/news/nation/2022/05/26/felda-settler-duped-of-rm40k,5/26/2022,Jempol,Felda settler duped of RM40k,"A 72-year-old settler lost almost RM40,000 in a Macau scam here after somebody claiming to be a policeman accused him of being involved in drug trafficking.",40000,Phishing,scam,1,Jempol
#0256,https://www.thestar.com.my/news/nation/2022/01/18/retiree-duped-of-almost-rm500000-by-scammer,1/18/2022,Johor Baru,"Retiree duped of almost RM500,000 by scammer",A retiree lost close to half a million ringgit after falling prey to a Macau scam last year.,500000,Phishing,scam,1,Johor Baru
#0257,https://www.thestar.com.my/news/nation/2022/07/17/young--and-old--fall-prey-to-scammers-losing-over-rm500000,7/17/2022,Johor Baru,"Young and old fall prey to scammers, losing over RM500,000","A retiree and a university student were cheated of over half a million ringgit by scammers.Johor police chief Comm Datuk Kamarul Zaman Mamat said an 85-year-old lost more than RM500,000 after falling victim to a Macau scam.",500000,Phishing,scam,1,Johor Baru
#0258,https://www.thestar.com.my/news/nation/2022/08/02/kl-cops-beware-of-scammers-offering-fake-rm500-covid-19-aid,8/2/2022,Kuala Lumpur,KL cops: Beware of scammers offering fake RM500 Covid-19 aid,"An assistant manager is among three people cheated in a purported Covid-19 relief scheme, says city police chief Comm Datuk Azmi Abu Kassim.",500,Online Scam,scam,1,Kuala Lumpur
#0259,https://www.thestar.com.my/news/nation/2022/08/23/she-swiped-right-and-lost-rm261000,8/23/2022,Johor Baru,"She swiped right, and lost RM261,000","A woman has lost RM261,000 of her savings after being duped by a man she met through a dating app.",261000,Love/Relationship Scam,scam,1,Johor Baru
#0260,https://www.thestar.com.my/news/nation/2022/10/22/elderly-johorean-woman-loses-rm400000-life-savings-to-scammers,10/22/2022,Batu Pahat,"Elderly Johorean woman loses RM400,000 life savings to scammers","A 73-year-old woman lost more than RM400,000 of her life savings after being duped by a man who claimed to be a police officer from the Perak district headquarters here.",400000,Phishing,scam,1,Batu Pahat
#0261,https://www.thestar.com.my/news/nation/2022/03/14/melaka-student-fleeced-of-rm10000-for-bogus-sexual-services,3/14/2022,Melaka,"Melaka student fleeced of RM10,000 for bogus sexual services","A student's alleged attempt to try out a sexual service offered online became an expensive affair when he ended up RM10,000 poorer after being fleeced to pay a deposit as ""body insurance"".",10000,Online Scam,scam,1,Melaka
#0262,https://www.thestar.com.my/news/nation/2022/03/03/bukit-aman-probes-two-investment-scheme-behind-almost-rm1mil-in-losses,3/3/2022,Kuala Lumpur,Bukit Aman probes two investment schemes behind almost RM1mil in losses,"Two investment schemes, which have resulted in almost a million ringgit worth of losses are being investigated.",1000000,Investment Scam,scam,1,Kuala Lumpur
#0263,https://www.thestar.com.my/news/nation/2022/02/28/civil-servant-duped-of-over-rm700000-by-court-officer,2/28/2022,Kuala Lumpur,"Civil servant duped of over RM700,000 by ‘court officer’","A suspect who pretended to be a court officer duped a civil servant of RM711,626.",700000,Phishing,scam,1,Kuala Lumpur
#0264,https://www.thestar.com.my/news/nation/2022/02/21/businessman-duped-of-rm600k-by-bank-officer,2/21/2022,Mersing,Businessman duped of RM600k by ‘bank officer’,"A 60-year-old businessman lost RM600,000 of his savings after being duped by a scammer who impersonated a bank officer, police revealed.",600000,Phishing,scam,1,Mersing
#0265,https://www.thestar.com.my/news/nation/2022/04/06/bank-officer-loses-over-rm200k-to-fake-loan-scammers,4/6/2022,Kuala Lumpur,Bank officer loses over RM200k to fake loan scammers,"A bank officer lost more than RM200,000 of his savings after he was duped by scammers offering fake loans.",200000,Loan/Financial Scam,scam,1,Kuala Lumpur
#0266,https://www.thestar.com.my/news/nation/2022/05/01/teacher-who-took-loan-to-pay-scammers-loses-rm276k,5/1/2022,Seremban,Teacher who took loan to pay scammers loses RM276k,"A 41-year-old teacher lost RM276,000 in a Macau scam here after she was fooled into believing that she was involved in a cheating case.",276000,Loan/Financial Scam,scam,1,Seremban
#0267,https://www.thestar.com.my/news/nation/2022/05/25/retiree-loses-rm60000-to-parcel-scammers,5/25/2022,Ipoh,"Retiree loses RM60,000 to parcel scammers","A 72-year-old retiree lost RM60,000 after falling victim to a parcel scam over an unclaimed package at the post office.",60000,Phishing,scam,1,Ipoh
#0268,https://www.thestar.com.my/news/nation/2022/06/15/retiree-finds-love-loses-more-than-rm220k,6/15/2022,Alor Setar,"Retiree finds ‘love’, loses more than RM220k","A retiree lost RM220,500 in a love scam after getting to know a “doctor” through social media.",220000,Love/Relationship Scam,scam,1,Alor Setar
#0269,https://www.thestar.com.my/news/nation/2022/06/16/clerk-denies-owing-tnb-more-than-rm96000-over-tasek-gelugor-shophouse,6/16/2022,George Town,"Clerk denies owing TNB more than RM96,000 over Tasek Gelugor shophouse","A 46-year-old clerk has denied owing Tenaga Nasional Bhd (TNB) more than RM96,000 for a property that he never owned or rented.",96000,Phishing,scam,1,George Town
#0270,https://www.thestar.com.my/news/nation/2022/06/30/businessman-fined-rm100k-for-trying-to-bribe-policeman,6/30/2022,Seremban,Businessman fined RM100K for trying to bribe policeman,"A 34-year-old businessman was fined RM100,000 in default 24 months' jail after he pleaded guilty to a charge of giving a RM200,000 bribe to a policeman.",100000,Phishing,scam,1,Seremban
#0271,https://www.thestar.com.my/news/nation/2022/02/10/businessmen-lose-rm710000-over-sale-of-non-existent-covid-19-self-test-kits,2/10/2022,Kuala Lumpur,"Businessmen lose RM710,000 over sale of non-existent Covid-19 self-test kits","Two businessmen suffered losses totalling RM710,000 over the sale of non-existent COVID-19 self-test kits in Selangor.",710000,Other,scam,1,Kuala Lumpur
#0272,https://www.thestar.com.my/news/nation/2022/01/17/three-arrested-for-cheating-store-over-rm80000-liquor-sale,1/17/2022,Kuala Lumpur,"Three arrested for cheating store over RM80,000 liquor sale","Police have arrested a habitual trickster for cheating a liquor seller over the sale of 56 bottles of liquor worth nearly RM80,000.",80000,Investment Scam,scam,1,Kuala Lumpur
#0273,https://www.nst.com.my/news/crime-courts/2023/12/988064/man-loses-rm75000-after-investing-non-existent-online-investment,12/8/2023,Sibu,"Man loses RM75,000 after investing in non-existent online investment scheme","A 50-year-old man involved in the food transport business lost RM75,300 after being scammed by a non-existent online investment scheme.",75300,Investment Scam,scam,1,Sibu
#0274,https://www.nst.com.my/news/crime-courts/2023/12/986895/married-couple-lose-over-rm16-million-investment-scam,12/5/2023,Jasin,Married couple lose over RM1.6 million to investment scam,"A married couple, both of whom are directors of a woodcarving company, lost over RM1.6 million after falling prey to an investment scam on Facebook.",1600000,Online Scam,scam,1,Jasin
#0275,https://www.nst.com.my/news/crime-courts/2023/11/982189/trader-scammed-losing-rm96000-hotel-review-job-scheme,11/24/2023,Kuantan,"Trader scammed into losing RM96,000 in hotel review job scheme","A trader, under the impression that she could earn money quickly by accepting a part-time job requiring her to review hotels on social media, was duped into making RM96,000 in multiple investments into the fraudulent scheme.",96000,Employment Scam,scam,1,Kuantan
#0276,https://www.nst.com.my/news/crime-courts/2023/11/976502/bank-clerk-loses-rm585700-after-falling-investment-scam,11/9/2023,Jasin,"Bank clerk loses RM585,700 after falling for investment scam","A female bank clerk lost RM585,700 after being promised a 51-fold profit on a mere RM300 investment.",585700,Investment Scam,scam,1,Jasin
#0277,https://www.nst.com.my/news/crime-courts/2023/11/976302/factory-worker-eyes-rm1500-bike-loses-rm25500-tik-tok-scam,11/8/2023,Pekan,"Factory worker eyes RM1,500 bike but loses RM25,500 to Tik Tok scam","All a factory worker wanted was to own a second hand Yamaha LC motorcycle priced at RM1,500, but he ended up losing RM25,500 after falling victim to a bogus seller.",1500,Online Scam,scam,1,Pekan
